{ 4503233140271241, -576495932380763470, 0, 1152921504606846976 },
{ 13504203271752112, -576917818508518953, 6591434071841, 1152921470279256364 },
{ 22488694346473628, -577760045911140598, 32908895540220, 1152921196161375064 },
{ 31445751607388164, -579019529281582240, 91942359457432, 1152920273838799361 },
{ 40364467146499361, -580691651642580543, 196441456858260, 1152918096952398543 },
{ 49233998500408483, -582770277488797995, 358820775714702, 1152913868671318409 },
{ 58043587102250668, -585247770246779920, 591066593373677, 1152906611587279123 },
{ 66782576549650903, -588115013999090070, 904645439394688, 1152895179970891458 },
{ 75440430648822624, -591361439405928142, 1310414880205531, 1152878274316484503 },
{ 84006751195531278, -594975053744701108, 1818536907895046, 1152854458088094390 },
{ 92471295454349154, -598942474975462570, 2438394304801616, 1152822176565880501 },
{ 100823993298433961, -603248969727893359, 3178510343380660, 1152779777679383498 },
{ 109054963972969547, -607878495093614012, 4046472167195980, 1152725534701786122 },
{ 117154532446409934, -612813744096135910, 5048858183837133, 1152657670667747656 },
{ 125113245314764264, -618036194699711511, 6191169784182624, 1152574384366517325 },
{ 132921886225347025, -623526162207772405, 7477767684776753, 1152473877751948068 },
{ 140571490787691099, -629262854891582071, 8911813171242072, 1152354384601783217 },
{ 148053360940677031, -635224432680211669, 10495214500690120, 1152214200250223565 },
{ 155359078746365939, -641388068734003046, 12228578700105577, 1152051712210345244 },
{ 162480519582531467, -647730013715342565, 14111168975752658, 1151865431496469094 },
{ 169409864707463241, -654225662562859095, 16140867925880634, 1151654024451114194 },
{ 176139613172255620, -660849623568103818, 18314146725484515, 1151416344876730868 },
{ 182662593057496116, -667575789547390427, 20626040427706657, 1151151466269025560 },
{ 188971972013022306, -674377410895791039, 23070129501747510, 1150858713946379698 },
{ 195061267081219172, -681227170305312436, 25638527701993005, 1150537696868639640 },
{ 200924353786174945, -688097258925033232, 28321876337567828, 1150188338938422034 },
{ 206555474472897107, -694959453737476358, 31109344985794922, 1149810909579039855 },
{ 211949245882705575, -701785195922731682, 33988638667189278, 1149406053385204588 },
{ 217100665952861378, -708545669979836232, 36946011473745982, 1148974818645789772 },
{ 222005119830450623, -715211883373667554, 39966286616505796, 1148518684542134801 },
{ 226658385092519281, -721754746475109437, 43032882832802538, 1148039586830604707 },
{ 231056636166438539, -728145152562506055, 46127847068320253, 1147539941824375366 },
{ 235196447946467246, -734354057653425373, 49231893324218041, 1147022668496652713 },
{ 239074798604461529, -740352559937497477, 52324447535217367, 1146491208535722811 },
{ 242689071594656259, -746111978583567803, 55383698320789325, 1145949544191325687 },
{ 246037056854402887, -751603931697595899, 58386653428522970, 1145402213761804014 },
{ 249116951204687833, -756800413211621724, 61309201666492485, 1144854324582247857 },
{ 251927357956169356, -761673868488695484, 64126180100058577, 1144311563385384655 },
{ 254467285728353546, -766197268433903126, 66811446268122069, 1143780203919191540 },
{ 256736146491376325, -770344181907495247, 69337955154474345, 1143267111718073625 },
{ 258733752841663157, -774088846242617364, 71677840631634610, 1142779745937892540 },
{ 260460314524496655, -777406235677217463, 73802501077496912, 1142326158179077225 },
{ 261916434218229658, -780272127517343523, 75682688849294433, 1141914988236433906 },
{ 263103102596533257, -782663165857208902, 77288603284882564, 1141555456729022937 },
{ 264021692686661235, -784556922690064591, 78589986888197980, 1141257354578513187 },
{ 264673953543240567, -785931956253040760, 79556224344014213, 1141031029319685488 },
{ 265062003258558076, -786767866458670533, 80156443996824896, 1140887368242159715 },
{ 265188321331702543, -787045347275750099, 80359621419877211, 1140837778377889372 },
{ 265055740420236248, -786746235932483672, 80134684693076943, 1140894163364427052 },
{ 264667437499307019, -785853558825471098, 79450621002713265, 1141068897229337842 },
{ 264026924454268654, -784351574028980793, 78276584171719559, 1141374795156350697 },
{ 263138038133951626, -782225810310071558, 76582002726503321, 1141825081308815596 },
{ 262004929892715007, -779463102566443348, 74336688105244065, 1142433353800704506 },
{ 260632054650312852, -776051623615368783, 71510942612966993, 1143213546919685561 },
{ 259024159499422090, -771980912273643497, 68075666730639651, 1144179890720643866 },
{ 257186271891403122, -767241897680153610, 64002465388990075, 1145346868121352371 },
{ 255123687431497794, -761826919824352379, 59263752822682968, 1146729169644748911 },
{ 252841957315211525, -755729746255625217, 53832855626884358, 1148341645964390196 },
{ 250346875438076664, -748945584960163266, 47684113646058063, 1150199258421073172 },
{ 247644465211352677, -741471093403521476, 40792978334026765, 1152317027689285273 },
{ 244740966116485540, -733304383748469590, 33136108234848686, 1154709980782018090 },
{ 241642820031324360, -724445024269016167, 24691461245855015, 1157393096591508356 },
{ 238356657361178423, -714894036992560571, 15438383337205438, 1160381250171614780 },
{ 234889283007793718, -704653891612970656, 5357693416487327, 1163689155974762442 },
{ 231247662209235656, -693728495727960794, -5568235957858211, 1167331310262656180 },
{ 227438906283485938, -682123181464423589, -17355402294223413, 1171321932915253331 },
{ 223470258308297951, -669844688565318172, -30018101579351817, 1175674908866772013 },
{ 219349078769508907, -656901144021309036, -43568861628314294, 1180403729400776341 },
{ 215082831209580305, -643302038339554355, -58018380598691045, 1185521433538612084 },
{ 210679067907633810, -629058198550835825, -73375470875121774, 1191040549756657923 },
{ 206145415621669948, -614181758064579185, -89647008510178105, 1196973038268006165 },
{ 201489561423005004, -598686123489213718, -106837888386767807, 1203330234103295055 },
{ 196719238652240267, -582585938542740011, -124950985246086287, 1210122791223490320 },
{ 191842213025290577, -565897045185300005, -143987120703575232, 1217360627894468421 },
{ 186866268917149276, -548636442111955769, -163945036353519401, 1225052873549305509 },
{ 181799195850157841, -530822240749769600, -184821373040898978, 1233207817359245836 },
{ 176648775212584172, -512473618908626022, -206610656357004493, 1241832858728437661 },
{ 171422767232297663, -493610772240036307, -229305288393201780, 1250934459920714032 },
{ 166128898229265499, -474254863662410666, -252895545765191856, 1260518101018994836 },
{ 160774848169487194, -454427970914966624, -277369583898230174, 1270588237409333801 },
{ 155368238541837103, -434153032405560995, -302713447542134443, 1281148259972271926 },
{ 149916620578101672, -413453791520285849, -328911087463601297, 1292200458154032841 },
{ 144427463835283564, -392354739564656664, -355944383242448234, 1303745986079254749 },
{ 138908145158002640, -370881057507646131, -383793172077974367, 1315784831855449742 },
{ 133365938037558312, -349058556700684576, -412435283491764674, 1328315790207268805 },
{ 127808002382932978, -326913618744064107, -441846579794017261, 1341336438565986681 },
{ 122241374717716365, -304473134672956985, -472001002161917893, 1354843116726463722 },
{ 116672958815619592, -281764443634499393, -502870622160783206, 1368830910170252671 },
{ 111109516785929744, -258815271226111810, -534425698521701954, 1383293637139558933 },
{ 105557660618934588, -235653667663440018, -566634738973276943, 1398223839532496677 },
{ 100023844200026734, -212307945944021612, -599464566909858774, 1413612777675573956 },
{ 94514355799880833, -188806620170028248, -632880392664412020, 1429450429014652501 },
{ 89035311046789980, -165178344190221744, -666845889140905784, 1445725490750826681 },
{ 83592646385952041, -141451850717611817, -701323271548910315, 1462425386432815832 },
{ 78192113029216588, -117655891075235092, -736273380971940920, 1479536276502628941 },
{ 72839271397541883, -93819175718010564, -771655771491046785, 1497043072776503938 },
{ 67539486057172165, -69970315673788510, -807428800576217348, 1514929456828507960 },
{ 62297921149331406, -46137765041521175, -843549722450389748, 1533177902229771075 },
{ 57119536312043749, -22349764678968664, -879974784124199985, 1551769700582173525 },
{ 52009083091535696, 1365712793462875, -916659323794135081, 1570684991271473331 },
{ 46971101839553530, 24981016552246202, -953557871292416729, 1589902794851402679 },
{ 42009919091843827, 48468869579459223, -990624250273776566, 1609401049957231125 },
{ 37129645421997507, 71802419013117577, -1027811681822262926, 1629156653634742226 },
{ 32334173763850954, 94955284738283296, -1065072889160337749, 1649145504958545559 },
{ 27627178194673033, 117901606125055151, -1102360203142764935, 1669342551802193533 },
{ 23012113170446334, 140616086826626870, -1139625668219138436, 1689721840611733869 },
{ 18492213203676066, 163074037557798253, -1176821148551326206, 1710256569024142886 },
{ 14070492973332254, 185251416781614917, -1213898433975587466, 1730919141162587323 },
{ 9749747855751434, 207124869239169044, -1250809345503624626, 1751681225431685172 },
{ 5532554864593847, 228671762264990339, -1287505840062323071, 1772513814627907332 },
{ 1421273987272226, 249870219837868219, -1323940114178374274, 1793387288173006500 },
{ -2581950095360823, 270699154324348375, -1360064706321329517, 1814271476271898597 },
{ -6475185919857554, 291138295879515125, -1395832597626849423, 1835135725790772431 },
